Datetime,Return,Predictions
2024-07-18 06:45:00+00:00,-0.01,-0.015514634450367383
2024-07-18 07:00:00+00:00,-0.02,-0.008582985867981485
2024-07-18 07:15:00+00:00,0.06,0.011624058794446255
2024-07-18 07:30:00+00:00,0.02,-0.008582985867981485
2024-07-18 07:45:00+00:00,-0.02,-0.015514634450367383
2024-07-18 08:00:00+00:00,0.02,-0.009561578551671064
2024-07-18 08:15:00+00:00,0.04,-0.019034438607787665
2024-07-18 08:30:00+00:00,-0.04,0.09054818514762285
2024-07-18 08:45:00+00:00,-0.06,0.1102585316116977
2024-07-18 09:00:00+00:00,-0.07,0.10250098808198665
2024-07-18 09:15:00+00:00,-0.09,0.08486436013344853
2024-07-18 09:30:00+00:00,-0.1,0.08573437036877551
2024-07-18 09:45:00+00:00,-0.1,0.022012249371060756
2024-07-18 10:00:00+00:00,-0.1,0.018747273285295626
2024-07-18 10:15:00+00:00,-0.1,0.02407765143243081
2024-07-18 10:30:00+00:00,0.11,0.08844855510334443
2024-07-18 10:45:00+00:00,-0.1,0.10668995423238169
2024-07-18 11:00:00+00:00,-0.1,0.09705274557501933
2024-07-18 11:15:00+00:00,-0.03,0.012658580490204976
2024-07-18 11:30:00+00:00,-0.1,0.07613530634788418
2024-07-18 11:45:00+00:00,0.01,0.16353486993884173
2024-07-18 12:00:00+00:00,-0.02,0.17626019256206182
2024-07-18 12:15:00+00:00,0.19,0.14313650893919344
2024-07-18 12:30:00+00:00,0.06,0.14313650893919344
2024-07-18 12:45:00+00:00,0.03,0.14313650893919344
2024-07-18 13:00:00+00:00,-0.01,0.14313650893919344
2024-07-18 13:15:00+00:00,-0.0,0.14635160286579596
2024-07-18 13:30:00+00:00,-0.1,0.14292241171945744
2024-07-18 13:45:00+00:00,-0.1,0.14292241171945744
2024-07-18 14:00:00+00:00,-0.06,0.14292241171945744
2024-07-18 14:15:00+00:00,-0.08,0.14635160286579596
2024-07-18 14:30:00+00:00,0.04,0.14313650893919344
2024-07-18 14:45:00+00:00,-0.1,0.16419615664102416
2024-07-18 15:00:00+00:00,0.1,0.29254499837933645
2024-07-18 15:15:00+00:00,0.19,-0.027118720365137676
2024-07-18 15:30:00+00:00,0.04,0.10736982205737862
2024-07-18 15:45:00+00:00,0.04,0.16613909824875542
2024-07-18 16:00:00+00:00,0.05,0.1322043221612103
2024-07-18 16:15:00+00:00,0.04,0.13349888346203667
2024-07-18 16:30:00+00:00,-0.1,0.19768482402959162
2024-07-18 16:45:00+00:00,0.2,0.2385298237728076
2024-07-18 18:00:00+00:00,-0.08,0.1431326430239478
